;class_name;number_of_goals;number_of_tests;length_of_testes;ga_zero_fitness;ga_max_time;ga_shutdown_test_writer;test_suit_mutation_score;time_spent_to_execute_tests;test_suit_coverage;num_coverage_goals;criterion;coverage_of_criterion;search_finished_after;num_generations;num_statements;best_ind_fitness;permissions;warnings;exceptions
23;com.google.javascript.jscomp.ErrorFormat;12;0;0;14 / 0;201 / 200          Finished!;0 / 0;0%;94703ms;0%;0;STRONGMUTATION;0%;201s;1528;346865;14.0;"  - java.lang.RuntimePermission: 
 //          fileSystemProvider: 1
 //          writeFileDescriptor: 11
 // ";"InheritanceTree - Class not in inheritance graph: java.util.function.Consumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Predicate
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiFunction
 //InheritanceTree - Class not in inheritance graph: java.util.function.Function
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiConsumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Supplier
 //InheritanceTree - Class not in inheritance graph: java.util.function.UnaryOperator
 //MSecurityManager - SUT asked for a runtime permission that EvoSuite does not recognize: fileSystemProvider
 //";
24;com.google.javascript.rhino.IR;734;46;122;1,437 / 0;247 / 200          Finished!;0 / 0;37%;68591ms;28%;266;STRONGMUTATION;36%;208s;46;101412;998.9403078917535;;"InheritanceTree - Class not in inheritance graph: java.util.function.Consumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Predicate
 //InheritanceTree - Class not in inheritance graph: java.util.function.UnaryOperator
 //";
25;com.google.javascript.rhino.ScriptRuntime;675;152;1104;499 / 0;321 / 200          Finished!;0 / 0;53%;249515ms;48%;316;STRONGMUTATION;47%;230s;16;383507;429.18116526115284;"  - java.lang.RuntimePermission: 
 //          writeFileDescriptor: 7
 // ";"TimeController - Phase SEARCH lasted too long, 29 seconds more than allowed.
 //TestSuiteMinimizer - Minimization timeout. Roll back to original test suite
 //TimeController - Phase MINIMIZATION lasted too long, 31 seconds more than allowed.
 //";
26;com.google.javascript.jscomp.DiagnosticType;21;7;30;2 / 0;203 / 200          Finished!;0 / 0;95%;89670ms;95%;20;STRONGMUTATION;95%;201s;2728;554103;1.5;;"InheritanceTree - Class not in inheritance graph: java.util.function.Consumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Predicate
 //InheritanceTree - Class not in inheritance graph: java.util.function.UnaryOperator
 //InheritanceTree - Class not in inheritance graph: java.time.ZoneId
 //InheritanceTree - Class not in inheritance graph: java.time.temporal.Temporal
 //InheritanceTree - Class not in inheritance graph: java.time.temporal.TemporalAccessor
 //InheritanceTree - Class not in inheritance graph: java.time.temporal.TemporalField
 //InheritanceTree - Class not in inheritance graph: java.time.temporal.TemporalUnit
 //InheritanceTree - Class not in inheritance graph: java.time.temporal.TemporalAmount
 //InheritanceTree - Class not in inheritance graph: java.time.Clock
 //InheritanceTree - Class not in inheritance graph: java.time.temporal.TemporalAdjuster
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoZonedDateTime
 //InheritanceTree - Class not in inheritance graph: java.time.temporal.TemporalQuery
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.Chronology
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDateTime
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiFunction
 //InheritanceTree - Class not in inheritance graph: java.util.function.Function
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiConsumer
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.Era
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //InheritanceTree - Class not in inheritance graph: java.time.chrono.ChronoLocalDate
 //";
27;com.google.javascript.jscomp.graph.DiGraph;24;2;8;13 / 0;201 / 200          Finished!;0 / 0;42%;30228ms;25%;6;STRONGMUTATION;25%;201s;319;156844;12.757630357630358;;"InheritanceTree - Class not in inheritance graph: java.util.function.Consumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Predicate
 //InheritanceTree - Class not in inheritance graph: java.util.function.UnaryOperator
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiFunction
 //InheritanceTree - Class not in inheritance graph: java.util.function.Function
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiConsumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Supplier
 //TimeController - Phase SEARCH lasted too long, 224 seconds more than allowed.
 //TestSuiteMinimizer - Minimization timeout. Roll back to original test suite
 //TimeController - Phase MINIMIZATION lasted too long, 198 seconds more than allowed.
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiFunction
 //InheritanceTree - Class not in inheritance graph: java.util.function.Function
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiConsumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Consumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Predicate
 //InheritanceTree - Class not in inheritance graph: java.util.function.UnaryOperator
 //";
28;com.google.javascript.jscomp.CheckGlobalThis;159;0;0;554 / 0;212 / 200          Finished!;0 / 0;0%;6987ms;0%;0;STRONGMUTATION;0%;201s;27;10905;631.0;;"InheritanceTree - Class not in inheritance graph: java.util.function.Consumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Predicate
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiFunction
 //InheritanceTree - Class not in inheritance graph: java.util.function.Function
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiConsumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.UnaryOperator
 //InheritanceTree - Class not in inheritance graph: java.util.function.Supplier
 //";
29;com.google.javascript.jscomp.SourceAst;;0;0;0 / 0            Finished!;0 / 200;0 / 0;100%;0ms;100%;;STRONGMUTATION;100% (no goals);0s;0;0;0.0;;"InheritanceTree - Class not in inheritance graph: java.util.function.Consumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Predicate
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiFunction
 //InheritanceTree - Class not in inheritance graph: java.util.function.Function
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiConsumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.UnaryOperator
 //InheritanceTree - Class not in inheritance graph: java.util.function.Supplier
 //";
30;com.google.javascript.rhino.jstype.ObjectType;191;77;1210;444 / 0;310 / 200          Finished!;0 / 0;62%;271958ms;23%;44;STRONGMUTATION;23%;225s;19;173871;474.61797608434733;"  - java.lang.RuntimePermission: 
 //          writeFileDescriptor: 6
 // ";"InheritanceTree - Class not in inheritance graph: java.util.function.Consumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Predicate
 //InheritanceTree - Class not in inheritance graph: java.util.function.UnaryOperator
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiFunction
 //InheritanceTree - Class not in inheritance graph: java.util.function.Function
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiConsumer
 //TimeController - Phase SEARCH lasted too long, 24 seconds more than allowed.
 //TestSuiteMinimizer - Minimization timeout. Roll back to original test suite
 //TimeController - Phase MINIMIZATION lasted too long, 24 seconds more than allowed.
 //";
31;com.google.javascript.jscomp.parsing.JsDocToken;;0;0;0 / 0            Finished!;0 / 200;0 / 0;100%;0ms;100%;;STRONGMUTATION;100% (no goals);1s;0;0;0.0;;"InheritanceTree - Class not in inheritance graph: java.util.function.Consumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Predicate
 //InheritanceTree - Class not in inheritance graph: java.util.function.UnaryOperator
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiFunction
 //InheritanceTree - Class not in inheritance graph: java.util.function.Function
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiConsumer
 //TimeController - Phase SEARCH lasted too long, 390 seconds more than allowed.
 //TestSuiteMinimizer - Minimization timeout. Roll back to original test suite
 //";
32;com.google.javascript.jscomp.MessageBundle;;0;0;0 / 0            Finished!;0 / 200;0 / 0;100%;0ms;100%;;STRONGMUTATION;100% (no goals);0s;0;0;0.0;;"InheritanceTree - Class not in inheritance graph: java.util.function.Consumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Predicate
 //InheritanceTree - Class not in inheritance graph: java.util.function.UnaryOperator
 //";
33;com.google.javascript.jscomp.CheckUnreachableCode;33;0;0;114 / 0;202 / 200          Finished!;0 / 0;0%;55171ms;0%;0;STRONGMUTATION;0%;201s;420;75495;113.91298073247191;"  - java.lang.RuntimePermission: 
 //          fileSystemProvider: 1
 //   - java.net.SocketPermission: 
 //          resolve com.google.javascript.jscomp.CheckUnreachableCode: 1
 // ";"InheritanceTree - Class not in inheritance graph: java.util.function.Consumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Predicate
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiFunction
 //InheritanceTree - Class not in inheritance graph: java.util.function.Function
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiConsumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.UnaryOperator
 //InheritanceTree - Class not in inheritance graph: java.util.function.Supplier
 //MSecurityManager - SUT asked for a runtime permission that EvoSuite does not recognize: fileSystemProvider
 //";
34;com.google.javascript.jscomp.CleanupPasses;21;0;0;52 / 0;202 / 200          Finished!;0 / 0;0%;123549ms;0%;0;STRONGMUTATION;0%;201s;222;487188;51.734623911347065;"  - java.lang.RuntimePermission: 
 //          fileSystemProvider: 1
 //          writeFileDescriptor: 3
 // ";"InheritanceTree - Class not in inheritance graph: java.util.function.Consumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Predicate
 //InheritanceTree - Class not in inheritance graph: java.util.function.UnaryOperator
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiFunction
 //InheritanceTree - Class not in inheritance graph: java.util.function.Function
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiConsumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Supplier
 //MSecurityManager - SUT asked for a runtime permission that EvoSuite does not recognize: fileSystemProvider
 //";
35;com.google.javascript.jscomp.ScopeCreator;;0;0;0 / 0            Finished!;0 / 200;0 / 0;100%;0ms;100%;;STRONGMUTATION;100% (no goals);0s;0;0;0.0;;"InheritanceTree - Class not in inheritance graph: java.util.function.Consumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.Predicate
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiFunction
 //InheritanceTree - Class not in inheritance graph: java.util.function.Function
 //InheritanceTree - Class not in inheritance graph: java.util.function.BiConsumer
 //InheritanceTree - Class not in inheritance graph: java.util.function.UnaryOperator
 //InheritanceTree - Class not in inheritance graph: java.util.function.Supplier
 //";
